Ligand SMILES,SScore
CC(C)(C)OC(=O)N1CCC(CC#N)(CC1)n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,0.9153046
CC(C)(C)OC(=O)N1CCC(n2cc(C(N)=O)c(Nc3ccncc3)n2)(CC1)NC#N,0.82187724
NC(=O)c1cn(nc1Nc1cncnc1)c1cncc(F)c1,0.83052546
N#CNc1c(Cl)ccc2ccc(cc12)n1cc(C(N)=O)c(Nc2ccccc2)n1,0.8029642
CC(C)(C)OC(=O)N1CCC(CC#N)(CC1)n1cc(C(N)=O)c(Nc2ccccc2)n1,0.87382656
NC(=O)c1cn(nc1Nc1c(C#N)cnn1C)C(=O)OC1CCC(CO)CCC1,0.8118045
CN(N=O)C(=O)N1CCC(CC#N)(CC1)n1cc(C(N)=O)c(Nc2ccccc2)n1,0.82039803
CC(C)(C)OC(=O)N1CCC(CC#N)(CC1)n1cc(C(N)=O)c(Nc2ccnnc2)n1,0.9878091
Cn1cc(Nc2ncc(Cl)c(NC3CC4CN(CC4C3)S(C)(=O)=O)n2)cn1,0.9123216
Cn1cc(Nc2ncc(Cl)c(NC3CC4CNCC4C3)n2)cn1,0.9729246
CN(C)CC1CN(C2CC2)C(=O)c2cnc3[nH]ccc3c12,0.9874775
CS(=O)(=O)N1CC(CC#N)(C1)n1cc(C(N)=O)c(Nc2ccc(C3CC3)nc2)n1,0.9201609
Cc1cc(Nc2nc(NC(C)c3ccncn3)ncc2F)ncc1C,0.81548256
CC(NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C(C)(C)C,0.8753371
CS(=O)(=O)N1CC(F)CCC1n1cc(C(N)=O)c(Nc2ccc(F)c(F)c2)n1,1.0007995
N#C[CH]1CCCCOC1n1cc(C(N)=O)c(Nc2ccc(Cl)c(F)c2)n1,1.0296626
Cn1cc(Nc2ncc(Cl)c(NC3CC4CN(CC4C3)S(C)(=O)=O)n2)cn1,0.89311665
CC(C)(C)OC(=O)N1CC(CC#N)(C1)n1cc(C(N)=O)c(Nc2cccc3cnccc23)n1,0.8659383
COC1CCC(NC2CCC(n3cc(C(N)=O)c(Nc4ncc(F)[nH]4)n3)C2)C1,0.849162
Cn1cc(Nc2ncc(Cl)c(NC3CC4CNCC4C3)n2)cn1,0.9397822
CC(=O)N1CCC(CC#N)(CC1)n1cc(C(N)=O)c(Nc2ccccn2)n1,0.90719306
CC(C)(C)OC(=O)N1CCC(CC#N)(CC1)n1cc(C(N)=O)c(Nc2ccccc2)n1,0.8918871
NC(=O)c1cn(nc1Nc1ccc(F)cc1)C1CCCCC1,0.94516146
NC(=O)c1cn(nc1Nc1ccccc1)C1(CC#N)CCCCC1,0.94924086
CC(=O)N1CC(CC#N)(C1)n1cc(C(N)=O)c(Nc2ccccc2)n1,0.8345937
CC(=O)N1CCC(CC#N)(C1)n1cc(C(N)=O)c(Nc2ccccc2)n1,0.87147665
Cn1cc(Nc2ncc(Cl)c(NC3CC4CNCC4C3)n2)cn1,0.8244493
CC(C)(C)OC(=O)N1CCC(CC#N)(CC1)n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,0.92124563
Cn1cc(Nc2ncc(Cl)c(NC3CC4CN(CC4C3)S(C)(=O)=O)n2)cn1,0.8223242
CC(=O)N1CCC(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)c2ncccc21,0.8078571
CC(C)(C)OC(=O)N1CCC(CC#N)(CC1)n1cc(C(N)=O)c(Nc2ccccc2)n1,0.9462276
NC(=O)c1cnn2ccc(nc12)N1CCCC1c1cncc(F)c1,0.925126
CC(C)(C)OC(=O)N1CCC(CC#N)(C1)n1cc(C(N)=O)c(Nc2ccc(F)c(F)c2)n1,0.87508565
CC(C)(C)NC(=O)c1cnn2ccc(nc12)N1CCCC1c1cncc(F)c1,0.99471295
NC(=O)c1cnn2ccc(nc12)N1CCCC1c1cncc(F)c1,0.9176824
CC(C)(C)OC(=O)c1cn(nc1Nc1ccccc1)C1(CC#N)CCCCC1,0.80800545
CC(CC(C#N)(C1CCC(CC1)N1C(=O)c2cnc3[nH]ccc3c2)C1)C(C)(C)C,0.8647383
CC(NC(=O)c1c[nH]c2ncc(nc12)C1CC1)C1CC1,0.91313654
CC(C)(C)OC(=O)N1CC(CC#N)(C1C#N)n1cc(C(N)=O)c(Nc2ccccn2)n1,0.8665571
CC(C)(C)OC(=O)N1CCC(CC#N)(CC1)n1cc(C(N)=O)c(Nc2ccc(F)c(F)c2)n1,0.8081176
CC(C)(C)OC(=O)N1CCC(CC#N)(C1)n1cc(C(N)=O)c(Nc2ccccc2)n1,0.945499
Cc1cc(Nc2ncc(Cl)c(NC3CC4CN(CC4C3)C(=O)CC#N)n2)nn1C,0.91166645
CC(CC(CC1CC1)n1cc(C(N)=O)c(Nc2ccc(F)c(F)c2)n1),0.9364098
CC(C)(C)OC(=O)N1CC(CC#N)(C1)n1cc(C(N)=O)c(Nc2cccnc2)n1,0.82525265
NC(=O)c1cn(nc1Nc1ccccc1)C1(CC#N)CCCC(c2ccccc2)C1,0.81770605
CC(=O)N1CCCC1NC(=O)c1cnn2ccc(nc12)N1CCCC1c1cncc(F)c1,0.8279636
N#CC1CCCN1NC(=O)c1cnn2ccc(nc12)N1CCCC1c1cncc(F)c1,0.864463
NC(=O)c1cn(nc1Nc1ccc(F)cc1)C1(CC#N)CCC(=O)CC1,0.9566609
N#C[CH]1CC(O)(C2CC2)CCC1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,0.8511975
CC(C)(C)OC(=O)N1CCC(CC#N)(CC1)n1cc(C(N)=O)c(Nc2ccccc2)n1,0.96120906
CC(NC(=O)c1c[nH]c2ncc(nc12)C1CC1)C1CC1,1.0504628
CCC(=O)N1CC(CC#N)(C1)n1cc(C(N)=O)c(Nc2ccc(F)c(Cl)c2)n1,0.8105761
NC(=O)c1cn(nc1Nc1ccccc1)C1(CC#N)CCCCC1,0.93266296
N#C[CH]1CCCC[CH]1n1cc(C(N)=O)c(Nc2ccc(F)c(F)c2)n1,1.0051098
Cn1cc(Nc2ncc(Cl)c(N3CC4CC3CN(CC(C3)C3)C4)c(=O)n2)cn1,0.93509215
CC(C)(C)OC(=O)N1CCC(CC#N)(CC1)n1cc(C(N)=O)c(Nc2ccncn2)n1,0.8168683
NC(=O)c1cn(nc1Nc1ccccc1)C1(CC#N)CCC(CO)C1,0.9871909
N#C[CH]1CC(O)(C2CC2)CCC1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,0.837861
CC(Nc1c(C(N)=O)cnn2cccc12)C(C)(C)C,0.9157663
CC(NC(=O)c1c[nH]c2ncc(nc12)C1CC1)C(=O)N1CCC(C1)C#N,1.0301899
CC(C)(C)OC(=O)N1CCC(CC#N)(CC1)n1cc(C(N)=O)c(Nc2ccccc2)n1,0.9923634
CC1CN(c2ncnc(c2)CC#N)C(n2cc(C(N)=O)c(Nc3ccccc3)n2)C1,0.905455
CC(NC(=O)c1c[nH]c2ncc(nc12)C1CC1)C1CC1,0.8777772
Cn1cc(Nc2ncc(Cl)c(NC3CC4CNCC4C3)n2)nn1,0.8061909
N#C[CH]1CC(F)CCC1n1cc(C(N)=O)c(Nc2ccc(F)c(F)c2)n1,1.039186
CC(C)(C)OC(=O)N1CCC(CC#N)(CC1)n1cc(C(N)=O)c(Nc2cccnc2)n1,0.9670655
CC(C)(C)OC(=O)N1CCC(CC#N)(CC1)n1cc(C(N)=O)c(Nc2ccncn2)n1,0.869997
Cn1cc(Nc2nccnc2C(N)=O)c2c(nc3[nH]ccc23)n1,0.86156136
N#C[CH]1CC(F)CCC1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)(F)F)cc2)n1,0.9598435
CS(=O)(=O)N1CCC(C#N)(C1)n1cc(C(N)=O)c(Nc2ccccn2)n1,0.94000345
CC(C)(C)NC(=O)c1cnn2ccc(nc12)N1CCCC1c1cnccc1,0.8319065
N#C[CH]1CC(Cl)CCC1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,0.8431627
NC(=O)c1cnn2ccc(nc12)N1Cc2c(F)cccc2C1C#N,0.87662345
CC#CC(=O)N1CCC(CC#N)(CC1)n1cc(C(N)=O)c(Nc2ccc(F)c(F)c2)n1,0.8458786
CC(C)(C)OC(=O)N1CCC(CC#N)(CC1)n1cc(C(N)=O)c(Nc2ccccn2)n1,0.81868273
CC(C)(C)OC(=O)N1CCC(CC#N)(CC1)n1cc(C(N)=O)c(Nc2ccnnc2)n1,0.829912
CC(C)(C)CC(=O)N1CCC(CC#N)(C1)n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,0.9013407
N#C[CH]1CCCC[CH]1n1cc(C(N)=O)c(Nc2ccncn2)n1,1.0265616
Cn1cc(Nc2ncc(Cl)c(NC3CC4CN(CC4C3)C(=O)C(F)(F)F)n2)cn1,0.8628288
Cn1cc(-c2cncc(Nc3nccc(Nc4cc[nH]n4)n3)n2)cn1,0.84097505
N#C[CH]1CCCC(n2cc(C(N)=O)c(Nc3ccccc3)n2)C(C#N)1,1.0211529
CC(=O)N1CC2CC(CC2C1)Nc1nc(Nc2cn[nH]c2)ncc1Cl,0.8413653
NC(=O)c1cn(nc1Nc1ccc(Cl)cc1)C1(CC#N)CCC(F)C1,0.88825375
Nc1cnn(C2CCCN(C(=O)c3cnc4[nH]ccc4n3)C2)c1,0.9446426
N#C[CH]1CCCC[CH]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,0.9241644
NC(=O)c1cn(nc1Nc1ccc(F)cc1)C1(CC#N)CC(CC#N)(F)CC1,0.92920434
Cn1cc(Nc2ncc(Cl)c(NC3CC4CN(CC4C3)S(C)(=O)=O)n2)cn1,0.81140757
N#C[CH]1CCCC[CH]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,0.8675064
CC(C)(C)OC(=O)N1CCC(CC#N)(CC1)n1cc(C(N)=O)c(Nc2ccncn2)n1,0.8564499
Cn1cc(Nc2ncc(Cl)c(N3CCC4(CCNC(CC4)C3)C(=O)O)n2)nn1,0.8671379
CC(NC(=O)c1c[nH]c2ncc(nc12)C1CC1)C(F)(F)F,0.95345545
CS(=O)(=O)OC1CCC(n2cc(C(N)=O)c(Nc3ccc(F)c(Cl)c3)n2)=N1,0.88422966
N#C[CH]1CCCC[CH]1n1cc(C(N)=O)c(Nc2ccc(C3CC3)nc2)n1,1.0202428
CC(=O)N1CC2CC(CC2C1)Nc1nc(Nc2cnnc(N)n2)sc1S(C)(=O)=O,0.87823284
NC(=O)c1cn(nc1Nc1ccccc1)C1(CC#N)CCCCC1,0.85981643
FCC(F)(F)S(=O)(=O)N1CCC(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)[CH](C1)CF,0.835351
CC(C)(C)OC(=O)N1CCC(CC#N)(CC1)n1cc(C(N)=O)c(Nc2cccnc2)n1,0.9206942
N#C[CH]1CCCC[CH]1n1cc(C(N)=O)c(Nc2ccccc2)n1,0.9306636
CC(NC(=O)c1c[nH]c2ncc(nc12)C1CCC(CF)C1)C1CC1,0.9651129
NC(=O)c1cnn2ccc(nc12)N1CCCC1c1cncc(F)c1,0.86571413
CC(NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C(C)(C)C(=O)N1CC1,0.95191646
CC(NC(=O)c1c[nH]c2ncc(nc12)C1CC1)C(=O)N1CCCC1C#N,0.8788285
N#C[CH]1CC2CC(n3cc(C(N)=O)c(Nc4ccccc4)n3)C2CO1,0.96336085
N#C[CH]1CCCC[CH]1n1cc(C(N)=O)c(Nc2ccc(C=O)cc2)n1,0.9626099
NC(=O)c1cn(nc1Nc1ccc(Cl)nc1)C1(CC#N)CCC(=O)CC1,0.97279805
CC(C)(C)OC(=O)N1CCC(CC#N)(CC1)n1cc(C(N)=O)c(Nc2ccncn2)n1,0.8631059
N#C[CH]1CCCC[CH]1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)(F)F)cc2)n1,0.94586754
N#C[CH]1C(n2cc(C(N)=O)c(Nc3ccncn3)n2)CCSC1,1.0359625
N#C[CH]1CCCC[CH]1n1cc(C(N)=O)c(Nc2ccc(C#N)cc2)n1,0.9077223
NC(=O)c1cn(nc1Nc1ccc(F)cc1)C1(CC#N)CCC(=O)CC1,1.025079
Cn1cc(Nc2ncc(Cl)c(NC3CC4CNCC4C3)n2)cn1,0.9539554
CC(C)(C)OC(=O)N1CCC(CC#N)(CC1)n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,0.86585873
Fc1ccc(F)c(c1)-c1ccn2nc(Nc3cnn4ccccc34)nc2c1,0.82613504
N#C[CH]1CCCC[CH]1n1cc(C(N)=O)c(Nc2ccc(F)c(F)c2)n1,0.8867042
CC(=O)N1CC(CC#N)(C1)n1cc(C(N)=O)c(Nc2ccccc2)n1,0.89318746
NC(=O)c1cnn2ccc(nc12)N1CCCC1c1cncc(F)c1,0.8270954
CC(C)(C)OC(=O)N1CCC(CC#N)(CC1)n1cc(C(N)=O)c(Nc2cc(Cl)ccc2)n1,0.80004215
N#C[CH]1CC(F)CCC1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,0.9874018
Cn1cc(Nc2ncc(Cl)c(NC3CC4CN(CC4C3)C(=O)C(F)F)n2)cn1,0.86357665
CC(=O)N1CCC(CC#N)(CC1)n1cc(C(N)=O)c(Nc2ccccc2)n1,0.9404145
CC(C)(C)OC(=O)N1CCC(CC#N)(CC1)n1cc(C(N)=O)c(Nc2ccncn2)n1,0.93166757
CC(C)(C)OC(=O)N1CCC(CC#N)(CC1)n1cc(C(N)=O)c(Nc2ccccn2)n1,0.9246322
N#C[CH]1CCCC[CH]1n1cc(C(N)=O)c(Nc2ccc(F)c(Cl)c2)n1,0.8995428
N#C[CH]1CCCC[CH]1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,0.9268099
CC(=O)N1CC(CC#N)(C1)n1cc(C(N)=O)c(Nc2ccccc2)n1,0.98997194
CS(=O)(=O)N1CC(CC#N)(C1)n1cc(C(N)=O)c(Nc2ccccc2)n1,0.8797888
N#C[CH]1CCCC[CH]1n1cc(C(N)=O)c(Nc2ccccc2)n1,0.86941534
CC(C)(C)OC(=O)N1CCC(CC#N)(CC1)n1cc(C(N)=O)c(Nc2ccccc2)n1,0.83655316
N#C[CH]1CCCC[CH]1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,0.9247892
N#C[CH]1CCCC[CH]1n1cc(C(N)=O)c(Nc2ccc(Cl)c(F)c2)n1,0.8670193
CC(NC(=O)c1c[nH]c2ncc(nc12)C1CC1)C(=O)N1CCC1,0.8772905
NC(=O)c1c[nH]c(n1)n1cc(C(N)=O)c(Nc2ccccc2)n1,0.8406519
CN(C)S(=O)(=O)c1cncc(c1)-c1cn(nc1Nc1ccccc1)C1(CC#N)CCC(O)CC1,0.8851855
N#C[CH]1CCCC[CH]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,1.0478394
N#C[CH]1CCC[CH]1n1cc(C(N)=O)c(Nc2ccccc2)n1,1.0094103
N#C[CH]1CCCC[CH]1n1cc(C(N)=O)c(Nc2ccc(C=O)cc2)n1,0.8562837
N#C[CH]1CCCC[CH]1n1cc(C(N)=O)c(Nc2ccc(F)c(Cl)c2)n1,1.019894
CC(C)(C)OC(=O)N1CCC(CC#N)(C1)n1cc(C(N)=O)c(Nc2ccccc2)n1,0.89136547
CC(C)(C)OC(=O)N1CCC(CC#N)(CC1)n1cc(C(N)=O)c(Nc2ccc(Cl)c(F)c2)n1,0.9391508
N#C[CH]1CCCC[CH]1n1cc(C(N)=O)c(Nc2ccc(Cl)c(F)c2)n1,0.92852646
CC(NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C(C)(C)C#N,0.8643212
CC(C)(C)OC(=O)N1CCC(CC#N)(CC1)n1cc(C(N)=O)c(Nc2ccccc2)n1,0.84961617
CC(NC(=O)c1c[nH]c2ncc(nc12)C1CC1)C(=O)N1CC1C#N,0.9476451
Cn1cc(Nc2ncc(Cl)c(NC3CC4CN(CC4C3)C(=O)C(F)(F)F)n2)cn1,0.87369746
CC(C)(C)OC(=O)N1CCC(CC#N)(CC1)n1cc(C(N)=O)c(Nc2cnccn2)n1,0.877659
CC(C)(C)OC(=O)N1CCC(CC#N)(CC1)n1cc(C(N)=O)c(Nc2cccnc2)n1,0.9786322
NC(=O)c1cnn2ccc(nc12)N1CCCN1c1ccn2cccc2n1,0.832204
CC(C)(C)OC(=O)N1CCC(CC#N)(CC1)n1cc(C(N)=O)c(Nc2ccccn2)n1,0.9084993
N#C[CH]1CCC[CH]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,0.943913
N#C[CH]1CCCC[CH]1n1cc(C(N)=O)c(Nc2ccc(Cl)c(F)c2)n1,0.94066924
Cn1cc(Nc2ncc(Cl)c(NC3CC4COCC4C3)n2)cn1,0.8948607
N#C[CH]1CCCC[CH]1n1cc(C(N)=O)c(Nc2ccc(C3(C(F)F)CC3)cc2)n1,0.93497884
CC(C)(C)OC(=O)N1CCC(CC#N)(CC1)n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,0.98996365
CC(NC(=O)c1c[nH]c2ncc(nc12)C1CC1)C(=O)N1CCC(C1)C#N,1.0119221
CC(C)(C)OC(=O)N1CCC(CC#N)(CC1)n1cc(C(N)=O)c(Nc2cccnc2)n1,0.83241254
N#C[CH]1CCC[CH]1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,0.97164124
CC(C)(C)OC(=O)N1CCC(CC#N)(CC1)n1cc(C(N)=O)c(Nc2ccccc2)n1,0.8664719
Cn1cc(Nc2ncc(Cl)c(NC3CC4CN(CC4C3)C(=O)CCl)n2)cc1F,0.8890223
CC(=O)N1CC(CC#N)(C1)n1cc(C(N)=O)c(Nc2ccc(F)c(Cl)c2)n1,0.9969477
CC(C)(C)OC(=O)N1CCC(CC#N)(C1)n1cc(C(N)=O)c(Nc2ccccc2)n1,0.8657276
CS(=O)(=O)N1CCC(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)[CH](C#N)C1,0.84295696
N#C[CH]1CCCC[CH]1n1cc(C(N)=O)c(Nc2ccccc2)n1,0.9242926
C1CCC(n2cc(C(N)=O)c(Nc3ccccc3)n2)[CH](C#N)C1,0.9933313
NC(=O)c1cn(nc1Nc1ccc(F)cc1)C1(CC#N)COCCO1,0.9506029
COC(=O)N1CCC(CC#N)(CC1)n1cc(C(N)=O)c(Nc2ccccc2)n1,0.9242198
CC(C)(C)C(=O)N1CCC(CC#N)(CC1)n1cc(C(N)=O)c(Nc2ccccn2)n1,0.8727911
CC(=O)N1CC(CC#N)(C1)n1cc(C(N)=O)c(Nc2ccccc2)n1,0.9687243
CC(=O)N1CCC(CC#N)(C1)n1cc(C(N)=O)c(Nc2ccccc2)n1,1.0137718
CC(C)(C)C(=O)N1CCC(CC#N)(C1)n1cc(C(N)=O)c(Nc2ccccc2)n1,0.8467312
NC(=O)c1cnn2ccc(nc12)N1CCCC1c1cncc(F)c1,0.89248216
Cn1cc(Nc2ncc(Cl)c(NC3CC4CN(C4)C3)n2)cn1,0.80668324
